NC_000852	JF411744
NC_073776	BK013522
NC_073777	BK013780
NC_073778	BK013469
NC_073779	BK013653
NC_073780	BK013760
NC_073781	BK013448
NC_073782	BK013574
NC_073783	BK013728
NC_073784	BK014112
NC_073785	BK013524
NC_073786	BK013392
NC_073787	BK013934
NC_073788	BK013875
NC_073789	BK013502
NC_073790	BK013888
NC_073791	BK013981
NC_073792	BK013768
NC_073793	BK013684
NC_073794	BK013420
NC_073795	BK014081
NC_073796	BK013609
NC_073797	BK014211
NC_073798	BK013755
NC_073799	BK014129
NC_073800	BK014123
NC_073801	BK013630
NC_073802	BK013664
NC_073803	BK013695
NC_073804	BK014206
NC_073805	BK013885
NC_073806	BK013785
NC_073807	BK013414
NC_073808	BK013915
NC_073809	BK013855
NC_073810	BK013840
NC_073811	BK013711
NC_073812	BK014171
NC_073813	BK013880
NC_073814	BK014072
NC_073815	BK013726
NC_073816	BK013765
NC_073817	BK014212
NC_073818	BK013975
NC_073819	BK013902
NC_073820	BK014039
NC_073821	BK013948
NC_073822	BK013935
NC_073823	BK014011
NC_073824	BK013770
NC_073825	BK013373
NC_073826	BK013629
NC_073827	BK014151
NC_073828	BK014203
NC_073829	BK013764
NC_073830	BK014214
NC_073831	BK014093
NC_073832	BK013661
NC_073833	BK014156
NC_073834	BK014185
NC_073835	BK014002
NC_073836	BK013564
NC_073837	BK013514
NC_073838	BK013526
NC_073839	BK013456
NC_073840	BK013781
NC_073841	BK014017
NC_073842	BK013607
NC_073843	BK013967
NC_073844	BK013416
NC_073845	BK013761
NC_073846	BK014094
NC_073847	BK014209
NC_073848	BK014149
NC_073849	BK014104
NC_073850	BK013403
NC_073851	BK013492
NC_073852	BK013949
NC_073853	BK014219
NC_073854	BK013751
NC_073855	BK013611
NC_073856	BK013685
NC_073857	BK014092
NC_073858	BK014173
NC_073859	BK013368
NC_073860	BK013471
NC_073861	BK013862
NC_073862	BK013749
NC_073863	BK013773
NC_073864	BK013918
NC_073865	BK013549
NC_073866	BK013483
NC_073867	BK014037
NC_073868	BK014127
NC_073869	BK013688
NC_073870	BK013766
NC_073871	BK014100
NC_073872	BK013548
NC_073873	BK014157
NC_073874	BK014175
NC_073875	BK013720
NC_073876	BK014047
NC_073877	BK014220
NC_073878	BK014182
NC_073879	BK014186
NC_073880	BK014153
NC_073881	BK013583
NC_073882	BK013696
NC_073883	BK013701
NC_073884	BK013602
NC_073885	BK013624
NC_073886	BK014134
NC_073887	BK013667
NC_073888	BK013597
NC_073889	BK014062
NC_073890	BK014069
NC_073891	BK013714
NC_073892	BK013377
NC_073893	BK013440
NC_073894	BK013453
NC_073895	BK013697
NC_073896	BK013936
NC_073897	BK014111
NC_073898	BK014040
NC_073899	BK013437
NC_073900	BK013995
NC_073901	BK013636
NC_073902	BK013707
NC_073903	BK013708
NC_073904	BK013580
NC_073905	BK013357
NC_073906	BK013547
NC_073907	BK013442
NC_073908	BK013929
NC_073909	BK013620
NC_073910	BK014106
NC_073911	BK014174
NC_073912	BK013594
NC_073913	BK013722
NC_073914	BK014221
NC_073915	BK013650
NC_073916	BK014016
NC_073917	BK013856
NC_073919	BK013778
NC_073920	BK013859
NC_073921	BK014036
NC_073922	BK013823
NC_073923	BK013528
NC_073924	BK013433
NC_073925	BK013901
NC_073926	BK013365
NC_073927	BK014067
NC_073928	BK013358
NC_073929	BK013618
NC_073930	BK013625
NC_073931	BK013643
NC_073932	BK013635
NC_073933	BK013743
NC_073934	BK013554
NC_073935	BK014155
NC_073936	BK013921
NC_073937	BK013849
NC_073938	BK013622
NC_073939	BK013802
NC_073940	BK013369
NC_073941	BK013361
NC_073942	BK013752
NC_073944	BK014050
NC_073945	BK013640
NC_073946	BK013692
NC_073947	BK013702
NC_073948	BK014088
NC_073949	BK013677
NC_073950	BK013847
NC_073951	BK013877
NC_073952	BK014079
NC_073953	BK013405
NC_073954	BK013739
NC_073955	BK013616
NC_073956	BK013429
NC_073957	BK014056
NC_073958	BK013585
NC_073959	BK014205
NC_073960	BK013767
NC_073961	BK013721
NC_073962	BK013615
NC_073963	BK014207
NC_073964	BK013758
NC_073965	BK014215
NC_073966	BK013669
NC_073967	BK014198
NC_073968	BK013378
NC_073969	BK013700
NC_073970	BK014095
NC_073971	BK014060
NC_073972	BK014046
NC_073973	BK014054
NC_073974	BK014195
NC_073975	BK013619
NC_073976	BK013581
NC_073977	BK013598
NC_073978	BK013617
NC_073979	BK014061
NC_073980	BK014116
NC_073981	BK013376
NC_073982	BK014146
NC_073983	BK013646
NC_073984	BK014063
NC_073985	BK014101
NC_073986	BK014158
NC_073987	BK013783
NC_073988	BK013819
NC_073989	BK013427
NC_073990	BK013846
NC_073991	BK013682
NC_073992	BK013753
NC_073993	BK014105
NC_073994	BK013784
NC_073995	BK013699
NC_073996	BK013637
NC_073997	BK013374
NC_073998	BK013957
NC_073999	BK014049
NC_074000	BK013676
NC_074001	BK013900
NC_074002	BK013854
NC_074003	BK013674
NC_074004	BK013706
NC_074005	BK014180
NC_074006	BK013434
NC_074007	BK013986
NC_074008	BK013531
NC_074009	BK014177
NC_074010	BK013745
NC_074011	BK014099
NC_074012	BK014164
NC_074013	BK014208
NC_074014	BK013606
NC_074015	BK013893
NC_074016	BK013838
NC_074018	BK013899
NC_074019	BK013521
NC_074020	BK014066
NC_074021	BK014070
NC_074022	BK013655
NC_074023	BK013593
NC_074024	BK014160
NC_074025	BK013612
NC_074026	BK013799
NC_074027	BK013812
NC_074028	BK013665
NC_074029	BK014190
NC_074030	BK014085
NC_074031	BK014089
NC_074032	BK013863
NC_074033	BK013395
NC_074034	BK013605
NC_074035	BK014191
NC_074036	BK013626
NC_074037	BK013614
NC_074038	BK014197
NC_074039	BK014172
NC_074041	BK014170
NC_074042	BK013491
NC_074043	BK013824
NC_074044	BK013983
NC_074045	BK013489
NC_074046	BK013569
NC_074047	BK013996
NC_074048	BK013623
NC_074049	BK014128
NC_074050	BK013628
NC_074051	BK013651
NC_074052	BK013679
NC_074053	BK014077
NC_074054	BK013961
NC_074055	BK013436
NC_074056	BK013464
NC_074057	BK013487
NC_074058	BK013366
NC_074059	BK014113
NC_074060	BK013592
NC_074061	BK014115
NC_074062	BK013662
NC_074063	BK013608
NC_074064	BK013759
NC_074065	BK013503
NC_074066	BK013990
NC_074067	BK013822
NC_074068	BK014051
NC_074069	BK013916
NC_074070	BK013672
NC_074071	BK013355
NC_074072	BK013883
NC_074073	BK013513
NC_074074	BK013946
NC_074075	BK013519
NC_074076	BK013505
NC_074077	BK013551
NC_074078	BK014217
NC_074079	BK013800
NC_074080	BK014075
NC_074081	BK013959
NC_074082	BK013833
NC_074083	BK013406
NC_074084	BK013497
NC_074085	BK013415
NC_074086	BK014082
NC_074087	BK014132
NC_074088	BK014147
NC_074089	BK013719
NC_074090	BK013807
NC_074091	BK013577
NC_074092	BK013725
NC_074093	BK013660
NC_074094	BK014202
NC_074098	BK014183
NC_074099	BK014058
NC_074100	BK014068
NC_074101	BK014073
NC_074102	BK013573
NC_074103	BK013698
NC_074104	BK013724
NC_074105	BK013732
NC_074106	BK013933
NC_074107	BK013791
NC_074108	BK013913
NC_074109	BK013718
NC_074110	BK013382
NC_074111	BK013729
NC_074112	BK014103
NC_074113	BK013610
NC_074114	BK013892
NC_074115	BK013390
NC_074117	BK013649
NC_074118	BK013683
NC_074119	BK014087
NC_074120	BK013757
NC_074121	BK013736
NC_074122	BK013852
NC_074123	BK014201
NC_074124	BK014218
NC_074125	BK013656
NC_074126	BK013687
NC_074127	BK013582
NC_074128	BK013735
NC_074129	BK014006
NC_074130	BK013472
NC_074131	BK014021
NC_074132	BK013777
NC_074133	BK013645
NC_074134	BK013367
NC_074135	BK014150
NC_074136	BK014145
NC_074137	BK013627
NC_074138	BK014204
NC_074139	BK013762
NC_074140	BK013750
NC_074141	BK014125
NC_074142	BK013738
NC_074143	BK013746
NC_074144	BK014003
NC_074145	BK013644
NC_074146	BK013716
NC_074147	BK014166
NC_074148	BK013709
NC_074149	BK014130
NC_074150	BK014167
NC_074151	BK014141
NC_074152	BK013710
NC_074153	BK013673
NC_074154	BK013621
NC_074155	BK014169
NC_074156	BK013462
NC_074157	BK013444
NC_074158	BK013795
NC_074159	BK014078
NC_074160	BK013604
NC_074161	BK014154
NC_074162	BK014159
NC_074165	BK014074
NC_074166	BK014109
NC_074168	BK013966
NC_074169	BK013478
NC_074170	BK014057
NC_074171	BK014076
NC_074172	BK013680
NC_074173	BK013693
NC_074175	BK013364
NC_074176	BK014097
NC_074178	BK013717
NC_074179	BK014052
NC_074180	BK013638
NC_074181	BK013362
NC_074182	BK013575
NC_074183	BK013360
NC_074184	BK013741
NC_074185	BK014053
NC_074186	BK014059
NC_074187	BK013742
NC_074188	BK013657
NC_074189	BK013675
NC_074190	BK013730
NC_074191	BK014162
NC_074193	BK013359
NC_074195	BK013633
NC_074197	BK013460
NC_074198	BK013634
NC_074199	BK014181
NC_074200	BK013681
NC_074202	BK013584
NC_074204	BK013740
NC_074206	BK013586
NC_074207	BK014163
NC_074208	BK013587
NC_074209	BK014124
NC_074210	BK013543
NC_074211	BK013818
NC_074212	BK014038
NC_074214	BK014065
NC_074215	BK014025
NC_074216	BK013537
NC_074217	BK013555
NC_074218	BK013861
NC_074219	BK014107
NC_074220	BK014117
NC_074221	BK013670
NC_074222	BK014200
NC_074223	BK013904
NC_074224	BK013398
NC_074225	BK013782
NC_074226	BK013869
NC_074227	BK013515
NC_074229	BK013907
NC_074230	BK013898
NC_074231	BK013842
NC_074232	BK014013
NC_074233	BK013994
NC_074234	BK014034
NC_074235	BK013912
NC_074236	BK013860
NC_074237	BK013387
NC_074238	BK013874
NC_074239	BK013850
NC_074240	BK013978
NC_074241	BK014187
NC_074242	BK013797
NC_074243	BK013544
NC_074244	BK013868
NC_074245	BK013810
NC_074246	BK013508
NC_074247	BK013525
NC_074248	BK013370
NC_074249	BK013788
NC_074250	BK013509
NC_074251	BK013530
NC_074252	BK013922
NC_074253	BK013529
NC_074254	BK013841
NC_074255	BK013648
NC_074256	BK013589
NC_074257	BK013731
NC_074258	BK013905
NC_074259	BK013971
NC_074260	BK013805
NC_074261	BK013496
NC_074262	BK013520
NC_074263	BK013815
NC_074264	BK013532
NC_074265	BK014020
NC_074266	BK013984
NC_074267	BK013835
NC_074268	BK013536
NC_074269	BK013941
NC_074270	BK013431
NC_074271	BK014008
NC_074272	BK013517
NC_074273	BK013771
NC_074274	BK013723
NC_074275	BK014108
NC_074276	BK013647
NC_074277	BK014131
NC_074278	BK014210
NC_074280	BK013992
NC_074281	BK014102
NC_074282	BK013865
NC_074283	BK014044
NC_074284	BK013776
NC_074285	BK013418
NC_074286	BK013576
NC_074287	BK013401
NC_074288	BK013475
NC_074289	BK013425
NC_074290	BK013542
NC_074292	BK013474
NC_074293	BK013853
NC_074294	BK013571
NC_074295	BK013873
NC_074296	BK014071
NC_074297	BK013704
NC_074298	BK014084
NC_074299	BK013399
NC_074300	BK014010
NC_074301	BK013804
NC_074302	BK014012
NC_074303	BK014045
NC_074304	BK013417
NC_074305	BK013482
NC_074306	BK013896
NC_074307	BK013458
NC_074308	BK013956
NC_074309	BK013449
NC_074310	BK013940
NC_074311	BK013884
NC_074312	BK013775
NC_074313	BK013560
NC_074314	BK013383
NC_074315	BK013391
NC_074316	BK013817
NC_074317	BK014004
NC_074318	BK013814
NC_074319	BK013974
NC_074320	BK013794
NC_074321	BK013828
NC_074322	BK013501
NC_074323	BK013381
NC_074324	BK013404
NC_074325	BK013867
NC_074326	BK014005
NC_074327	BK013479
NC_074328	BK013400
NC_074329	BK013879
NC_074330	BK013566
NC_074331	BK013506
NC_074332	BK013410
NC_074333	BK013829
NC_074334	BK013507
NC_074335	BK013430
NC_074336	BK013550
NC_074338	BK013999
NC_074339	BK013559
NC_074340	BK013881
NC_074341	BK013459
NC_074342	BK013568
NC_074343	BK013402
NC_074344	BK013939
NC_074345	BK013541
NC_074346	BK013394
NC_074347	BK013837
NC_074348	BK013500
NC_074349	BK013470
NC_074350	BK013942
NC_074351	BK013393
NC_074352	BK013997
NC_074353	BK013578
NC_074354	BK014048
NC_074355	BK014179
NC_074356	BK013588
NC_074359	BK013894
NC_074360	BK013801
NC_074361	BK014138
NC_074362	BK013451
NC_074363	BK013964
NC_074364	BK013985
NC_074365	BK014148
NC_074366	BK013955
NC_074367	BK014026
NC_074368	BK013527
NC_074369	BK013385
NC_074370	BK013552
NC_074371	BK013510
NC_074372	BK013441
NC_074373	BK013836
NC_074374	BK013556
NC_074375	BK013467
NC_074376	BK013488
NC_074377	BK013504
NC_074378	BK013557
NC_074379	BK013769
NC_074380	BK013871
NC_074381	BK013424
NC_074382	BK013953
NC_074383	BK013950
NC_074384	BK013426
NC_074385	BK013963
NC_074386	BK013659
NC_074387	BK013897
NC_074388	BK013798
NC_074389	BK013601
NC_074390	BK013658
NC_074391	BK014199
NC_074392	BK014161
NC_074393	BK014216
NC_074394	BK013423
NC_074395	BK013567
NC_074396	BK013937
NC_074397	BK013481
NC_074398	BK013932
NC_074399	BK013830
NC_074400	BK013476
NC_074401	BK013887
NC_074402	BK013834
NC_074403	BK013465
NC_074404	BK014196
NC_074405	BK014080
NC_074406	BK013734
NC_074407	BK013596
NC_074408	BK013671
NC_074409	BK013914
NC_074410	BK013993
NC_074411	BK013943
NC_074412	BK013878
NC_074413	BK013389
NC_074414	BK013872
NC_074415	BK013968
NC_074416	BK014152
NC_074417	BK013641
NC_074418	BK014114
NC_074419	BK013864
NC_074420	BK013538
NC_074421	BK013446
NC_074422	BK014064
NC_074423	BK013694
NC_074424	BK013563
NC_074425	BK014030
NC_074426	BK013857
NC_074428	BK014144
NC_074429	BK013599
NC_074430	BK013712
NC_074431	BK014193
NC_074432	BK014024
NC_074433	BK014007
NC_074434	BK013851
NC_074435	BK013954
NC_074436	BK014043
NC_074437	BK013809
NC_074438	BK013516
NC_074439	BK013512
NC_074440	BK013484
NC_074441	BK013890
NC_074442	BK014133
NC_074443	BK014139
NC_074445	BK013970
NC_074447	BK013844
NC_074451	BK014041
NC_074452	BK014121
NC_074453	BK013419
NC_074454	BK013988
NC_074455	BK014090
NC_074456	BK013668
NC_074457	BK014137
NC_074458	BK013595
NC_074459	BK013733
NC_074460	BK013825
NC_074461	BK013384
NC_074462	BK013447
NC_074463	BK013540
NC_074464	BK013790
NC_074465	BK013917
NC_074466	BK013466
NC_074467	BK013926
NC_074468	BK013969
NC_074469	BK013553
NC_074470	BK013546
NC_074471	BK013477
NC_074472	BK013889
NC_074473	BK013407
NC_074474	BK013561
NC_074475	BK013811
NC_074476	BK013947
NC_074477	BK013989
NC_074478	BK013931
NC_074479	BK013570
NC_074480	BK013786
NC_074481	BK013523
NC_074482	BK013686
NC_074483	BK014027
NC_074484	BK013820
NC_074486	BK013919
NC_074487	BK014118
NC_074488	BK013439
NC_074489	BK013923
NC_074490	BK013666
NC_074494	BK013678
NC_074495	BK013821
NC_074496	BK013748
NC_074497	BK013806
NC_074498	BK013772
NC_074499	BK013747
NC_074500	BK014023
NC_074501	BK013980
NC_074505	BK013473
NC_074507	BK014189
NC_074508	BK014122
NC_074509	BK013737
NC_074510	BK014120
NC_074511	BK013639
NC_074513	BK013906
NC_074514	BK013831
NC_074515	BK013455
NC_074516	BK013848
NC_074517	BK013927
NC_074518	BK013534
NC_074519	BK013951
NC_074520	BK014000
NC_074521	BK013787
NC_074522	BK014018
NC_074523	BK013452
NC_074524	BK013454
NC_074525	BK014001
NC_074526	BK013413
NC_074527	BK014142
NC_074528	BK013690
NC_074529	BK013379
NC_074530	BK013689
NC_074531	BK013591
NC_074532	BK014165
NC_074533	BK013396
NC_074534	BK013792
NC_074535	BK013511
NC_074536	BK013499
NC_074537	BK013870
NC_074538	BK014031
NC_074539	BK014032
NC_074540	BK013827
NC_074541	BK013987
NC_074542	BK014035
NC_074543	BK013910
NC_074544	BK013490
NC_074545	BK013480
NC_074546	BK013891
NC_074547	BK013654
NC_074548	BK014194
NC_074549	BK013443
NC_074550	BK013882
NC_074551	BK013911
NC_074552	BK013715
NC_074553	KT462700
NC_074555	BK013744
NC_074557	BK014009
NC_074560	MZ089978
NC_074561	MZ089979
NC_074562	BK014096
NC_074563	BK013793
NC_074564	BK014019
NC_074565	BK013774
NC_074566	BK013908
NC_074567	BK013886
NC_074568	BK013938
NC_074569	BK013763
NC_074570	BK013642
NC_074571	BK013979
NC_074572	BK013412
NC_074573	BK013789
NC_074574	BK014213
NC_074575	BK013756
NC_074576	BK013944
NC_074577	BK014091
NC_074578	BK014168
NC_074579	BK014135
NC_074580	BK013600
NC_074581	BK013826
NC_074582	BK013998
NC_074583	BK013632
NC_074584	BK013843
NC_074585	BK013463
NC_074586	BK013816
NC_074587	BK013903
NC_074588	BK013565
NC_074589	BK013535
NC_074590	BK013435
NC_074591	BK013924
NC_074592	BK013705
NC_074593	BK013493
NC_074594	BK013495
NC_074595	BK013960
NC_074596	BK013409
NC_074597	BK013832
NC_074598	BK013494
NC_074599	BK014033
NC_074600	BK014015
NC_074601	BK014022
NC_074602	BK013845
NC_074603	BK013895
NC_074604	BK013386
NC_074605	BK013808
NC_074606	BK013973
NC_074607	BK013411
NC_074608	BK013866
NC_074609	BK013839
NC_074611	BK013928
NC_074612	BK013461
NC_074613	BK013982
NC_074614	BK013803
NC_074615	BK014042
NC_074616	BK014029
NC_074617	BK013909
NC_074618	BK013976
NC_074619	BK013558
NC_074620	BK013779
NC_074621	BK013468
NC_074622	BK013408
NC_074623	BK013965
NC_074624	BK013962
NC_074625	BK013991
NC_074626	BK013432
NC_074627	BK013796
NC_074628	BK013930
NC_074629	BK013813
NC_074630	BK013450
NC_074631	BK013388
NC_074632	MN876842
NC_074633	MN876843
NC_074634	MN876841
NC_074635	MK064565
NC_074636	OP413840
NC_074637	MN876844
NC_074638	OP413838
NC_074639	OP880252
NC_074640	OP880253
NC_074641	MT711370
NC_074642	MZ171369
NC_074643	LC711080
NC_074644	LC711077
NC_074645	LC711078
NC_074646	OP012469
NC_074647	MW557853
NC_074648	OP413841
NC_074649	OP548100
NC_074650	OP548099
NC_074651	BK013338
NC_074652	BK013337
NC_074653	MN876845
NC_074654	MT047590
NC_074655	OP413839
NC_074656	MK570054
NC_074657	MK570055
NC_074658	MW862109
NC_074659	KU708004
NC_074660	MT104475
NC_074661	MZ868718
NC_074662	OM141125
NC_074663	ON778007
NC_074664	MW748993
NC_074742	MH719191
NC_074743	MH719195
NC_074744	MH719189
NC_074745	MH719193
NC_074746	MH719190
NC_074747	MK934841
NC_074748	MH719194
NC_074749	MN536027
NC_074750	MK511059
NC_074751	MW021761
NC_074752	OM135608
NC_074753	OL539464
NC_074754	OL539442
NC_074755	MW021763
NC_074756	MK608336
NC_074757	OK499995
NC_074758	OL539452
NC_074762	AB910602
NC_074763	M19377
NC_074765	JX412914
NC_074766	EU877976
NC_074772	AY729016
NC_074775	AB040749
NC_074776	JX185419
NC_074777	AF013394
NC_074778	AF013413
NC_074786	KC551800
NC_074787	U22303
NC_074831	AY271891
NC_074864	JN135234
NC_074893	KF150142
NC_074895	HM991146
NC_074953	KC790376
NC_074954	KC790381
NC_074955	M73218
NC_074968	HM439775
NC_074969	AF451898
NC_074970	AF406967
NC_074971	KT987216
NC_074988	DQ644564
NC_074989	KT454829
NC_074990	GQ478344
NC_074991	KC282642
NC_074992	HQ871931
NC_074993	HQ888865
NC_075006	AF079456
NC_075011	DQ241303
NC_075015	GQ287646
NC_075016	GQ433354
NC_075022	L01442
NC_075025	AB334720
NC_075026	AB334721
NC_075027	GQ153916
NC_075028	GQ153917
NC_075029	GQ153918
NC_075030	GQ153919
NC_075031	JF719732
NC_075032	JF719733
NC_075033	JF719734
NC_075034	KU877344
NC_075035	KM982402
NC_075036	MF782455
NC_075037	KC008572
NC_075038	MF405918
NC_075039	KY523104
NC_075049	AJ549960
NC_075080	HF921459
NC_075086	AJ783960
NC_075096	FM164737
NC_075097	AJ298903
NC_075098	AJ542489
NC_075099	AJ316036
NC_075100	AJ966244
NC_075101	AJ542493
NC_075102	AJ420313
NC_075103	AJ968684
NC_075105	AF332093
NC_075106	JX458740
NC_075107	KR150789
NC_075108	KU248489
NC_075109	KX943290
NC_075110	KY565231
NC_075118	HQ827781
NC_075119	FJ214110
NC_075120	JQ923422
NC_075121	KX574453
NC_075122	AF018077
NC_075123	AJ005966
NC_075135	Y00514
NC_075136	KY322437
NC_075137	HG530543
NC_075274	MH037149
NC_075276	KY312548
NC_075277	KY312549
NC_075278	KY312550
NC_075279	KY312551
NC_075280	KY312540
NC_075281	KY312544
NC_075282	KY312545
NC_075283	KY487839
NC_075284	KY487840
NC_075285	KY487991
NC_075286	MH616866
NC_075287	MH616678
NC_075288	MH617534
NC_075289	MH617639
NC_075290	MH617734
NC_075291	KU043396
NC_075292	KU043403
NC_075293	KU043421
NC_075294	KU043429
NC_075295	KU058671
NC_075296	KT598225
NC_075297	KT598227
NC_075298	KT598228
NC_075299	KT598229
NC_075300	JF755402
NC_075301	JF755403
NC_075302	JF755413
NC_075303	MF176268
NC_075304	MH188003
NC_075305	MK012473
NC_075306	MK012443
NC_075307	MH545507
NC_075308	MH545503
NC_075309	MH545499
NC_075310	MH047857
NC_075311	MG571100
NC_075312	MG571099
NC_075313	MG571098
NC_075314	MG641211
NC_075315	MG641207
NC_075316	MG641205
NC_075317	MG641204
NC_075318	MG641203
NC_075319	MG641202
NC_075320	MG641201
NC_075321	MG641194
NC_075322	MG641191
NC_075323	KY302866
NC_075324	MF669480
NC_075325	KY312558
NC_075326	MF173067
NC_075327	MF173066
NC_075328	MF173065
NC_075329	MF327571
NC_075330	MF327570
NC_075331	MF327569
NC_075332	MF327568
NC_075333	MF327567
NC_075334	MF327565
NC_075335	MF327560
NC_075336	MF327559
NC_075337	MF327558
NC_075338	KY214442
NC_075339	KY214441
NC_075341	MG522850
NC_075342	KY086298
NC_075345	HQ700667
NC_075367	MH046811
NC_075368	MG807320
NC_075369	MH649209
NC_075370	MH649141
NC_075371	MH649114
NC_075372	MH649029
NC_075373	MH649017
NC_075374	MH648989
NC_075375	MH648986
NC_075376	MH648982
NC_075377	MH648966
NC_075378	MH648912
NC_075379	MH648910
NC_075380	MH648907
NC_075381	MK012527
NC_075382	MK012516
NC_075383	MK012497
NC_075384	MK012471
NC_075385	MK012467
NC_075386	MK012464
NC_075387	MK012455
NC_075388	MK012447
NC_075389	MK012446
NC_075390	MK012439
NC_075391	KJ641716
NC_075392	AB195968
NC_075404	AY562991
NC_075410	DQ519575
NC_075411	HQ010042
NC_075412	JQ911766
NC_075413	KF927128
NC_075415	KM262782
NC_075416	KP326573
NC_075417	KR297253
NC_075418	KT273409
NC_075419	KT390456
NC_075420	KU200450
NC_075421	KU323597
NC_075422	KU999109
NC_075424	KX645875
NC_075425	KX783424
NC_075427	KY246582
NC_075428	KY512802
NC_075430	KY827394
NC_075431	KY827395
NC_075432	KY962377
NC_075434	LC094267
NC_075436	MF167297
NC_075437	MF185002
NC_075438	MG600057
NC_075439	MG600058
NC_075440	MG600059
NC_075441	MG600062
NC_075445	MK443503
NC_075446	EU326526
NC_075447	MK212032
NC_075448	MK101347
NC_075450	LC385827
NC_075452	MH580295
NC_075453	AP018374
NC_075454	MG551742
NC_075488	HE608152
NC_075538	MH665358
NC_075546	MH918795
NC_075562	MH509440
NC_075563	MH036943
NC_075564	MH036942
NC_075566	MF431611
NC_075569	M86379
NC_075683	JN596962
NC_075687	JF999965
NC_075689	JF797218
NC_075701	HQ878327
NC_075702	HQ840738
NC_075724	HM002617
NC_075725	GU305914
NC_075802	EU349274
NC_075917	AJ581752
NC_075918	AJ581750
NC_075965	MK774519
NC_075972	KY369969
NC_075973	MN986925
NC_075974	KY432924
NC_075975	KY432927
NC_075977	KY432930
NC_075978	KY432933
NC_075979	MH550542
NC_075980	MG875515
NC_075981	KM204987
NC_075982	KM205020
NC_075983	MG230624
NC_075984	KY420167
NC_075985	KF925531
NC_075986	KX384823
NC_075987	KY312541
NC_075988	KJ495710
NC_075990	KM204991
NC_075991	KU127239
NC_075992	KT880670
NC_075993	KU923759
NC_075994	MK189163
NC_075995	KX156153
NC_075996	KY052047
NC_075997	KY965147
NC_075998	KY640430
NC_075999	MF535455
NC_076000	MF543022
NC_076001	MG136722
NC_076002	MG489864
NC_076003	MF594598
NC_076004	MG846442
NC_076005	MG600108
NC_076006	MG600091
NC_076007	MG600081
NC_076008	MG600089
NC_076009	MG600070
NC_076010	MG600084
NC_076011	MG600095
NC_076012	MG600068
NC_076013	MG600069
NC_076014	MG600076
NC_076015	MG600075
NC_076016	MG600016
NC_076017	KY855435
NC_076018	MG597244
NC_076019	MF352412
NC_076020	MF344550
NC_076021	MH708020
NC_076022	MH484438
NC_076023	MK044821
NC_076024	MG948563
NC_076025	LC466007
NC_076026	MK620908
NC_076027	MK443498
NC_076028	MH893826
NC_076029	M96751
NC_076030	MH899109
NC_076031	MH124167
NC_076032	FJ527854
NC_076037	LC006971
NC_076038	LC036579
NC_076039	KJ641685
NC_076040	KJ641697
NC_076047	MK087124
NC_076048	AJ781003
NC_076099	KY432928
NC_076102	KR095315
NC_076103	AB037948
NC_076104	AB287443
NC_076105	AJ971459
NC_076106	AM183330
NC_076107	AM183331
NC_076108	AM183333
NC_076109	AM238695
NC_076110	AX741164
NC_076111	BK010890
NC_076112	BK011003
NC_076113	BK011194
NC_076114	EF614160
NC_076115	EF620566
NC_076116	EU188921
NC_076117	FN678779
NC_076118	FN806780
NC_076119	GU111963
NC_076120	HM143907
NC_076121	HQ335082
NC_076122	HQ335084
NC_076123	JF304937
NC_076124	JF304938
NC_076125	JF682839
NC_076126	JN632576
NC_076127	JN704611
NC_076128	JQ012916
NC_076129	JQ805139
NC_076130	JX025223
NC_076131	JX134046
NC_076132	KC505252
NC_076133	KC692368
NC_076134	KC876004
NC_076135	KF764701
NC_076136	KF964654
NC_076137	KF990602
NC_076138	KJ082064
NC_076139	KJ194604
NC_076140	KJ194617
NC_076141	KM609325
NC_076142	KP188832
NC_076143	KP900922
NC_076144	KR131749
NC_076145	KR822816
NC_076146	KR822825
NC_076147	KR822826
NC_076148	KT253638
NC_076149	KT382328
NC_076150	KT382329
NC_076151	KT390358
NC_076152	KU500806
NC_076153	KX262893
NC_076154	KX513861
NC_076155	KX810063
NC_076156	KX810064
NC_076157	KX884414
NC_076158	KX924630
NC_076162	KY462770
NC_076163	KY549567
NC_076164	KY628968
NC_076165	KY628970
NC_076166	KY856742
NC_076167	LC316186
NC_076168	LC381845
NC_076169	LC386195
NC_076170	LC386197
NC_076171	LC386199
NC_076172	LC386200
NC_076173	LC386204
NC_076174	LC387536
NC_076175	LC387540
NC_076176	LC387543
NC_076177	LC387546
NC_076178	LC387548
NC_076179	LC413501
NC_076180	LC413502
NC_076181	LC413503
NC_076182	LC514057
NC_076183	MF140451
NC_076184	MF173068
NC_076185	MF198244
NC_076186	MF279192
NC_076187	MF287670
NC_076188	MF327539
NC_076189	MF327540
NC_076190	MF327542
NC_076191	MF327544
NC_076192	MF327547
NC_076193	MF327548
NC_076194	MF327550
NC_076195	MF327551
NC_076196	MF327552
NC_076197	MF327554
NC_076198	MF327557
NC_076199	MF352410
NC_076200	MF360789
NC_076201	MF360790
NC_076202	MF375889
NC_076203	MF444276
NC_076204	MF444279
NC_076205	MF476845
NC_076206	MF541378
NC_076207	MF541389
NC_076208	MF615270
NC_076209	MF893248
NC_076210	MF975531
NC_076211	MG251664
NC_076212	MG478451
NC_076213	MG491195
NC_076214	MG571522
NC_076215	MG600009
NC_076216	MG600010
NC_076217	MG600074
NC_076218	MG600083
NC_076219	MG600093
NC_076220	MG600094
NC_076221	MG600103
NC_076222	MG758146
NC_076223	MG758149
